title	author
The Illuminatus! Trilogy	Robert Shea
Dragons of Eden: Speculations on the Evolution of Human Intelligence	Carl Sagan
A Man in Full	Tom Wolfe
الطنطورية	Radwa Ashour
الطنطورية	رضوى عاشور
Lady Be Good (Wynette, Texas #2)	Susan Elizabeth Phillips
Envy	Sandra Brown
The Adventures of Ook and Gluk, Kung-Fu Cavemen from the Future	Dav Pilkey
Sweet Possession (Sweet, #5)	Maya Banks
Aura	Carlos Fuentes
Summer of Night	Dan Simmons
The Time of My Life	Cecelia Ahern
Wolf in White Van	John Darnielle
The One You Love	Paul  Pilkington
Tortall and Other Lands: A Collection of Tales	Tamora Pierce
Stolen Songbird (The Malediction Trilogy, #1)	Danielle L. Jensen
The Last Werewolf	Glen Duncan
The Last Werewolf (The Last Werewolf, #1)	Glen Duncan
Breaking Night: A Memoir of Forgiveness, Survival, and My Journey from Homeless to Harvard	Liz Murray
Half the World (Shattered Sea, #2)	Joe Abercrombie
Delta of Venus	Anaïs Nin
Talon (Talon, #1)	Julie Kagawa
Dreams Made Flesh (The Black Jewels, #5)	Anne Bishop
The Anti-Christ	Friedrich Nietzsche
Path of Destruction (Star Wars: Darth Bane, #1)	Drew Karpyshyn
The Stars Shine Down	Sidney Sheldon
Love Story	Jennifer Echols
Lev (Shot Callers, #1)	Belle Aurora
Altar of Eden	James Rollins
The Inimitable Jeeves (Jeeves, #2)	P.G. Wodehouse
Dark River (Warriors: Power of Three, #2)	Erin Hunter
Swindle (Swindle, #1)	Gordon Korman
A Letter of Mary (Mary Russell, #3)	Laurie R. King
Kvanttivaras	Hannu Rajaniemi
The Quantum Thief (Jean le Flambeur, #1)	Hannu Rajaniemi
Full Measures (Flight & Glory, #1)	Rebecca Yarros
The Absolute Sandman, Volume One	Neil Gaiman
The Great Brain (Great Brain #1)	John D. Fitzgerald
Embroideries	Marjane Satrapi
Five Weeks in a Balloon (Extraordinary Voyages, #1)	Jules Verne
The History of Sexuality 1: An Introduction	Michel Foucault
Ethereal (Celestra, #1)	Addison Moore
You Don't Have to Say You Love Me	Sarra Manning
I Only Have Eyes for You (The Sullivans, #4)	Bella Andre
Elijah (Nightwalkers, #3)	Jacquelyn Frank
The Wings of the Dove	Henry James
Peak (Peak #1)	Roland Smith
Twelfth Grade Kills (The Chronicles of Vladimir Tod, #5)	Heather Brewer
Shall We Tell the President? (Kane & Abel, #3)	Jeffrey Archer
Finding Sky (Benedicts, #1)	Joss Stirling
Fruits Basket, Vol. 15	Natsuki Takaya
Charmed Thirds (Jessica Darling, #3)	Megan McCafferty
Shade (Shade, #1)	Jeri Smith-Ready
One for the Murphys	Lynda Mullaly Hunt
The Nine: Inside the Secret World of the Supreme Court	Jeffrey Toobin
Burmese Days	George Orwell
She Went All the Way	Meg Cabot
A Bridge Too Far	Cornelius Ryan
Cast in Shadow (Chronicles of Elantra, #1)	Michelle Sagara
Dark Slayer (Dark, #20)	Christine Feehan
Women of the Silk	Gail Tsukiyama
Fruits Basket, Vol. 8	Natsuki Takaya
Kare Kano: His and Her Circumstances, Vol. 1	Masami Tsuda
The Ladies of Grace Adieu and Other Stories	Susanna Clarke
The Walking Dead, Vol. 14: No Way Out	Robert Kirkman
The Adventures of Augie March	Saul Bellow
In the Lake of the Woods	Tim O'Brien
Taken (Elvis Cole, #15; Joe Pike, #4)	Robert Crais
Heft	Liz   Moore
L.A. Requiem (Elvis Cole, #8)	Robert Crais
Suttree	Cormac McCarthy
Krakatoa: The Day the World Exploded	Simon Winchester
Bloom	Elizabeth Scott
Twenty Wishes (Blossom Street, #5)	Debbie Macomber
Chasing Nikki (Chasing Nikki, #1)	Lacey Weatherford
Spy Glass (Glass, #3)	Maria V. Snyder
The Legend of Luke (Redwall, #12)	Brian Jacques
Pudd'nhead Wilson	Mark Twain
Fighting Destiny (The Fae Chronicles, #1)	Amelia Hutchins
Superman: Earth One, Vol. 1	J. Michael Straczynski
Invisible	Paul Auster
Concealed in Death (In Death, #38)	J.D. Robb
D'Aulaires' Book of Greek Myths	Ingri d'Aulaire
Witch Child (Witch Child, #1)	Celia Rees
A lázadás hangjai (Old Man's War, #5)	John Scalzi
Dragon's Lair (Wind Dragons MC, #1)	Chantal Fernando
A Conspiracy of Kings (The Queen's Thief, #4)	Megan Whalen Turner
Oathbreakers (Valdemar: Vows and Honor, #2)	Mercedes Lackey
Carnal Innocence	Nora Roberts
Tropic of Capricorn	Henry Miller
Thank You, Mr. Falker	Patricia Polacco
Arsen: A Broken Love Story	Mia Asher
Antrax (Voyage of the Jerle Shannara, #2)	Terry Brooks
Gold	Chris Cleave
Menina de Ouro	Chris Cleave
Love, in English (Love, in English, #1)	Karina Halle
O Jerusalem (Mary Russell, #5)	Laurie R. King
Aztec (Aztec, #1)	Gary Jennings
The Darkest Kiss (Riley Jenson Guardian #6)	Keri Arthur
The Short Stories of F. Scott Fitzgerald	F. Scott Fitzgerald
Fifth Business	Robertson Davies
Buddenbrooks	Thomas Mann
Buddenbrooks: The Decline of a Family	Thomas Mann
Buddenbrooks: Verfall einer Familie	Thomas Mann
I Buddenbrook: Decadenza di una famiglia	Thomas Mann
Froi of the Exiles (Lumatere Chronicles, #2)	Melina Marchetta
Every Man Dies Alone	Hans Fallada
Post Captain (Aubrey/Maturin, #2)	Patrick O'Brian
Ruby Holler	Sharon Creech
The Black Arrow	Robert Louis Stevenson
Takedown (Scot Harvath, #5)	Brad Thor
The Garden of Eden	Ernest Hemingway
The Penderwicks on Gardam Street (The Penderwicks, #2)	Jeanne Birdsall
The Dark is Rising Sequence (The Dark is Rising, #1-5)	Susan Cooper
Pnin	Vladimir Nabokov
Deviant (Blood & Roses, #1)	Callie Hart
If You Find Me	Emily Murdoch
Masque of the Red Death (Masque of the Red Death, #1)	Bethany Griffin
Among the Free (Shadow Children, #7)	Margaret Peterson Haddix
After We Fell (After, #3)	Anna Todd
The Revenge of the Baby-Sat	Bill Watterson
The Worst Witch (Worst Witch, #1)	Jill Murphy
The Flight of Gemma Hardy	Margot Livesey
The Secret of Shadow Ranch (Nancy Drew, #5)	Carolyn Keene
Project Princess (The Princess Diaries, #4.5)	Meg Cabot
House Harkonnen (Prelude to Dune, #2)	Brian Herbert
Batman & Robin, Vol 1, Batman Reborn	Grant Morrison
Yours to Keep (Kowalski Family, #3)	Shannon Stacey
Blood Feud (Drake Chronicles, #2)	Alyxandra Harvey
Tunnels (Tunnels, #1)	Roderick Gordon
Deep and Dark and Dangerous	Mary Downing Hahn
The Dragon's Path (The Dagger and the Coin, #1)	Daniel Abraham
A Modest Proposal and Other Satirical Works	Jonathan Swift
Damien (Nightwalkers, #4)	Jacquelyn Frank
Hattie Big Sky (Hattie, #1)	Kirby Larson
What We Keep	Elizabeth Berg
Collision Course	S.C. Stephens
Make Me, Sir (Masters of the Shadowlands, #5)	Cherise Sinclair
Batman, Vol. 2: The City of Owls	Scott Snyder
The Book of Luke	Jenny O'Connell
Wings of the Wicked (Angelfire, #2)	Courtney Allison Moulton
Another Piece of My Heart	Jane Green
Tiger Eyes	Judy Blume
The Knight at Dawn (Magic Tree House, #2)	Mary Pope Osborne
The Secret Agent	Joseph Conrad
Cardcaptor Sakura: Master of the Clow, Vol. 1 (Cardcaptor Sakura, #7)	CLAMP
Clouds of Witness (Lord Peter Wimsey Mysteries, #2)	Dorothy L. Sayers
Room for You (Cranberry Inn, #1)	Beth Ehemann
The Killer Inside Me	Jim Thompson
Nothing	Janne Teller
Semmi	Janne Teller
The Vision (Fallen Star, #3)	Jessica Sorensen
The Initiation (The Secret Circle, #1)	L.J. Smith
Flight of the Old Dog (Patrick McLanahan, #1)	Dale Brown
The Last Detective (Elvis Cole, #9)	Robert Crais
Lockout (The Alpha Group, #2)	Maya Cross
A Separate Reality	Carlos Castaneda
The Neutronium Alchemist (Night's Dawn, #2)	Peter F. Hamilton
Is It Just Me?	Miranda Hart
She Said Yes: The Unlikely Martyrdom of Cassie Bernall	Misty Bernall
Mr. Kiss and Tell (Veronica Mars, #2)	Rob Thomas
Beat the Reaper (Peter Brown #1)	Josh Bazell
Pyongyang: A Journey in North Korea	Guy Delisle
Richard II	William Shakespeare
Kyland	Mia Sheridan
The Prestige	Christopher Priest
In the Forests of the Night (Den of Shadows, #1)	Amelia Atwater-Rhodes
The Case-Book of Sherlock Holmes (Sherlock Holmes, #9)	Arthur Conan Doyle
The Pretty Committee Strikes Back (The Clique, #5)	Lisi Harrison
The Spine of the World (Forgotten Realms: Paths of Darkness, #2; Legend of Drizzt, #12)	R.A. Salvatore
How to Love	Katie Cotugno
True Evil	Greg Iles
Revelation (Matthew Shardlake, #4)	C.J. Sansom
UR	Stephen King
City of Masks (Stravaganza, #1)	Mary Hoffman
Stad van maskers (Stravanganza, # 1)	Mary Hoffman
The Wolves in the Walls	Neil Gaiman
The Widow of the South	Robert Hicks
Sickened: The Memoir of a Munchausen by Proxy Childhood	Julie Gregory
All-Star Superman, Vol. 2	Grant Morrison
Each Peach Pear Plum	Janet Ahlberg
The Inn at Rose Harbor (Rose Harbor #1)	Debbie Macomber
Alice Through the Zombie Glass (White Rabbit Chronicles, #2)	Gena Showalter
Through the Zombie Glass (White Rabbit Chronicles, #2)	Gena Showalter
Frederica	Georgette Heyer
This Is Water: Some Thoughts, Delivered on a Significant Occasion, about Living a Compassionate Life	David Foster Wallace
This Is Water: The Original David Foster Wallace Recording	David Foster Wallace
The Professor	Charlotte Brontë
Case Closed, Vol. 1	Gosho Aoyama
Honor Among Thieves	Jeffrey Archer
The Awakened Mage (Kingmaker, Kingbreaker, #2)	Karen Miller
The Thirteen Problems (Miss Marple, #2)	Agatha Christie
For Love of Evil (Incarnations of Immortality, #6)	Piers Anthony
Sweet Thing (Sweet Thing, #1)	Renee Carlino
Forest Mage (Soldier Son, #2)	Robin Hobb
The Grim Legacy	Polly Shulman
The Grimm Legacy (The Grimm Legacy, #1)	Polly Shulman
The Broken Window (Lincoln Rhyme, #8)	Jeffery Deaver
Doctor No (James Bond, #6)	Ian Fleming
Scoop	Evelyn Waugh
Victory of Eagles (Temeraire, #5)	Naomi Novik
Some Girls Are	Courtney Summers
Battlefield Earth	L. Ron Hubbard
Foxe's Book of Martyrs	John Foxe
Winds of Change (Valdemar: Mage Winds, #2)	Mercedes Lackey
Did You Ever Have a Family	Bill Clegg
Gideon (Nightwalkers, #2)	Jacquelyn Frank
Cod: A Biography of the Fish that Changed the World	Mark Kurlansky
Falling for the Ghost of You	Nicole Christie
Time and Again (Time, #1)	Jack Finney
Why We Get Fat: And What to Do About It	Gary Taubes
All But My Life: A Memoir	Gerda Weissmann Klein
Aflame (Fall Away, #4)	Penelope Douglas
Pieces of You (Shattered Hearts, #3)	Cassia Leo
Tyrant (King, #2)	T.M. Frazier
Transmetropolitan, Vol. 3: Year of the Bastard (Transmetropolitan, #3)	Warren Ellis
Rapunzel's Revenge	Shannon Hale
The Redemption of Althalus	David Eddings
Welcome to Night Vale	Joseph Fink
Sentimental Education	Gustave Flaubert
Scars	Cheryl Rainfield
Under the Wide and Starry Sky	Nancy Horan
5 cm	Donny Dhirgantoro
Bound by Flames (Night Prince, #3)	Jeaniene Frost
Emily's Quest (Emily, #3)	L.M. Montgomery
Summer and the City (The Carrie Diaries, #2)	Candace Bushnell
The Search (Eve Duncan, #3)	Iris Johansen
Unholy Ghosts (Downside Ghosts, #1)	Stacia Kane
The Blood of Flowers	Anita Amirrezvani
Trial by Fire (Raised by Wolves, #2)	Jennifer Lynn Barnes
Falling Free (Vorkosigan Saga, #4)	Lois McMaster Bujold
The Road to Serfdom	Friedrich Hayek
The Sea of Trolls (Sea of Trolls, #1)	Nancy Farmer
Leo's Chance	Mia Sheridan
Callum & Harper (Sleepless, #1)	Fisher Amelie
Bad Romeo (Starcrossed, #1)	Leisa Rayven
The Metamorphosis, In the Penal Colony, and Other Stories: The Great Short Works of Franz Kafka	Franz Kafka
Fate's Edge (The Edge, #3)	Ilona Andrews
The Boy Who Harnessed the Wind: Creating Currents of Electricity and Hope	William Kamkwamba
French Women Don't Get Fat: The Secret of Eating for Pleasure	Mireille Guiliano
Ayat-Ayat Cinta	Habiburrahman El-Shirazy
Existentialism Is a Humanism	Jean-Paul Sartre
The Darkest Road (The Fionavar Tapestry, #3)	Guy Gavriel Kay
Until July (Until Her, #1)	Aurora Rose Reynolds
Lean on Me (Masters of the Shadowlands, #4)	Cherise Sinclair
The Faraway Tree Stories (The Faraway Tree #1-3)	Enid Blyton
The Peacegiver: How Christ Offers to Heal Our Hearts and Homes	James L. Ferrell
The Blackhouse (Lewis Trilogy, #1)	Peter  May
Le Guépard	Giuseppe Tomasi di Lampedusa
The Leopard	Giuseppe Tomasi di Lampedusa
Rabbit at Rest (Rabbit Angstrom, #4)	John Updike
The Soulkeepers (The Soulkeepers, #1)	G.P. Ching
The Undead Next Door (Love at Stake, #4)	Kerrelyn Sparks
Crow Lake	Mary Lawson
Prick (A Step Brother Romance, #1)	Sabrina Paige
الرحيق المختوم	Safiur-Rahman Al-Mubarakpuri
Ice Hunt	James Rollins
Bumped (Bumped, #1)	Megan McCafferty
Eternal Eden (Eden Trilogy, #1)	Nicole  Williams
A Dog's Life: The Autobiography of a Stray	Ann M. Martin
Wolverine: Origin	Paul Jenkins
Go Fetch! (Magnus Pack, #2)	Shelly Laurenston
The Secret Between Us	Barbara Delinsky
Burning For Revenge (Tomorrow, #5)	John Marsden
Captive Prince: Volume Two (Captive Prince, #2)	C.S. Pacat
Prince's Gambit (Captive Prince, #2)	C.S. Pacat
Flat-Out Sexy (Fast Track, #1)	Erin McCarthy
Generation Kill	Evan Wright
Nothing Left to Lose	Kirsty Moseley
Be Careful What You Wish For	Alexandra Potter
Darkhouse (Experiment in Terror, #1)	Karina Halle
The Autumn of the Patriarch	Gabriel Garcí­a Márquez
The Gift	Danielle Steel
Rabbit Is Rich (Rabbit Angstrom, #3)	John Updike
Those Who Leave and Those Who Stay	Elena Ferrante
The Clown	Heinrich Böll
عقاید یک دلقک	Heinrich Böll
Winter Moon	Dean Koontz
The Final Detail (Myron Bolitar, #6)	Harlan Coben
Gentle Warrior	Julie Garwood
Thérèse Raquin	Émile Zola
Beachcombers	Nancy Thayer
Heart of the Dragon (Atlantis, #1)	Gena Showalter
Reckless (Mirrorworld, #1)	Cornelia Funke
Life and Death: Twilight Reimagined	Stephenie Meyer
Twilight Tenth Anniversary/Life and Death Dual Edition (Twilight, #1.75)	Stephenie Meyer
The Naked God (Night's Dawn, #3)	Peter F. Hamilton
The Children's Book	A.S. Byatt
The Invaders (Brotherband Chronicles, #2)	John Flanagan
Home	Toni Morrison
Turn of Mind	Alice LaPlante
The Renegade Hunter (Argeneau #12; Rogue Hunter #3)	Lynsay Sands
Unbreak Me (Splintered Hearts, #1)	Lexi Ryan
A Night to Remember	Walter Lord
Back on Blossom Street (Blossom Street, #4)	Debbie Macomber
Mortal Engines (The Hungry City Chronicles, #1)	Philip Reeve
All Tomorrow's Parties (Bridge, #3)	William Gibson
النبطي	يوسف زيدان
One Night That Changes Everything (One Night That Changes Everything #1)	Lauren Barnholdt
Honest Illusions	Nora Roberts
Man and His Symbols	C.G. Jung
River of Blue Fire (Otherland, #2)	Tad Williams
Ceremony	Leslie Marmon Silko
Stormy Weather	Carl Hiaasen
The Icewind Dale Trilogy Collector's Edition (Forgotten Realms: Icewind Dale, #1-3; Legend of Drizzt, #4-6)	R.A. Salvatore
Many Bloody Returns	Charlaine Harris
The Endurance: Shackleton's Legendary Antarctic Expedition	Caroline Alexander
Dies the Fire (Emberverse, #1)	S.M. Stirling
The Madness Underneath (Shades of London, #2)	Maureen Johnson
Un mal souterrain (Hantée, #2)	Maureen Johnson
Dawn (Xenogenesis, #1)	Octavia E. Butler
The Beatles Anthology	The Beatles
Independence Day	Richard Ford
The Miracle of Mindfulness: An Introduction to the Practice of Meditation	Thich Nhat Hanh
Deep Down (Jack Reacher, #16.5)	Lee Child
I Am the Cheese	Robert Cormier
The Shadowy Horses	Susanna Kearsley
Big Fish	Daniel Wallace
Secrets of My Hollywood Life (Secrets of My Hollywood Life, #1)	Jen Calonita
The Gods of Mars (Barsoom #2)	Edgar Rice Burroughs
The Gods of Mars (Barsoom, #2)	Edgar Rice Burroughs
Promised (Birthmarked, #3)	Caragh M. O'Brien
The Burning Wire (Lincoln Rhyme, #9)	Jeffery Deaver
The Pox Party (The Astonishing Life of Octavian Nothing, Traitor to the Nation #1)	M.T. Anderson
Payment in Blood (Inspector Lynley, #2)	Elizabeth  George
The Everafter War (The Sisters Grimm, #7)	Michael Buckley
Uncle Vanya	Anton Chekhov
Glow (Sky Chasers, #1)	Amy Kathleen Ryan
Capital in the Twenty-First Century	Thomas Piketty
Flag in Exile (Honor Harrington, #5)	David Weber
Unseen (Will Trent, #7)	Karin Slaughter
The Hand of Oberon	Roger Zelazny
The Darkest Fire (Lords of the Underworld #0.5)	Gena Showalter
The Making of the Atomic Bomb	Richard Rhodes
The Rent Collector	Camron Wright
Middle School: The Worst Years of My Life (Midde School, #1)	James Patterson
Embraced By Darkness (Riley Jenson Guardian #5)	Keri Arthur
The Odd Couple	Neil Simon
From Rags	Suzanne Wright
A Kiss at Midnight (Fairy Tales, #1)	Eloisa James
El general en su laberinto	Gabriel Garcí­a Márquez
The General in His Labyrinth	Gabriel Garcí­a Márquez
Perfect for You (Laurel Heights, #1)	Kate Perry
The Many Lives & Secret Sorrows of Josephine B. (Josephine Bonaparte, #1)	Sandra Gulland
Poughkeepsie (Poughkeepsie Brotherhood, #1)	Debra Anastasia
Rose Under Fire (Code Name Verity, #2)	Elizabeth Wein
Paddle Your Own Canoe: One Man's Fundamentals for Delicious Living	Nick Offerman
The It Girl (It Girl, #1)	Cecily von Ziegesar
Say What You Will	Cammie McGovern
Say You're One of Them	Uwem Akpan
The MacGregor Brides (MacGregors, #6)	Nora Roberts
One Step Behind (Wallander, #7)	Henning Mankell
Wicca: A Guide for the Solitary Practitioner	Scott Cunningham
The Lightning Thief: The Graphic Novel (Percy Jackson and the Olympians, #1)	Rick Riordan
All These Things I've Done (Birthright, #1)	Gabrielle Zevin
God Bless You, Dr. Kevorkian	Kurt Vonnegut
Pastwatch: The Redemption of Christopher Columbus	Orson Scott Card
Damaged: The Heartbreaking True Story of a Forgotten Child	Cathy Glass
The White Lioness (Wallander, #3)	Henning Mankell
The Temptation of Lila and Ethan (The Secret, #3)	Jessica Sorensen
Lorna Doone	R.D. Blackmore
The Complete Poems	Anne Sexton
The Breadwinner (The Breadwinner, #1)	Deborah Ellis
How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food	Mark Bittman
Everything Leads to You	Nina LaCour
The Left Hand of God (The Left Hand of God, #1)	Paul  Hoffman
I Like It Like That (Gossip Girl, #5)	Cecily von Ziegesar
Alcatraz Versus the Evil Librarians (Alcatraz, #1)	Brandon Sanderson
Nero (Made Men, #1)	Sarah Brianne
Martin Chuzzlewit	Charles Dickens
The Temple of My Familiar	Alice Walker
Sign of the Unicorn (The Chronicles of Amber #3)	Roger Zelazny
Someone to Watch Over Me (Bow Street Runners, #1)	Lisa Kleypas
Arouse (Spiral of Bliss, #1)	Nina Lane
Skinned (Cold Awakening, #1)	Robin Wasserman
Small Steps (Holes, #2)	Louis Sachar
Loving What Is: Four Questions That Can Change Your Life	Byron Katie
The Unwritten Rule	Elizabeth Scott
The Devotion of Suspect X	Keigo Higashino
The Devotion of Suspect X: A Detective Galileo Novel	Keigo Higashino
Percy Jackson and the Sword of Hades (Percy Jackson and the Olympians, #4.5)	Rick Riordan
Close Your Eyes, Hold Hands	Chris Bohjalian
Hellblazer: Original Sins	Jamie Delano
Vision of the Future (Star Wars: The Hand of Thrawn, #2)	Timothy Zahn
Star Wars - Episode IV: A New Hope	Alan Dean Foster
Estación de Tránsito	Clifford D. Simak
The Girl with No Shadow (Chocolat, #2)	Joanne Harris
Area 7 (Shane Schofield, #2)	Matthew Reilly
Fated (Alex Verus, #1)	Benedict Jacka
Outcast (Warriors: Power of Three, #3)	Erin Hunter
Martin Eden	Jack London
Saved (Wanted, #2)	Kelly Elliott
Brawn (New Species, #5)	Laurann Dohner
Must Love Hellhounds (Sookie Stackhouse #9.2; Guild Hunter #0.5; Kate Daniels #3.5; The Guardians #5.5)	Charlaine Harris
Spider’s Revenge (Elemental Assassin, #5)	Jennifer Estep
Confessions of a Jane Austen Addict (Jane Austen Addict, #1)	Laurie Viera Rigler
All Clear (All Clear, #2)	Connie Willis
The Immortal Hunter (Argeneau #11; Rogue Hunter #2)	Lynsay Sands
True Love and Other Disasters (Chinooks Hockey Team #4)	Rachel Gibson
A Corner of the Universe	Ann M. Martin
Bonded (Law of the Lycans, #1)	Nicky Charles
Keys to the Repository (Blue Bloods, #4.5)	Melissa de la Cruz
Gossamer	Lois Lowry
Dial L for Loser (The Clique, #6)	Lisi Harrison
The Twelve Caesars	Suetonius
Savages	Don Winslow
Savages (Savages #2)	Don Winslow
There is No Light in Darkness (Darkness, #1)	Claire Contreras
Can't Help Falling in Love (The Sullivans, #3)	Bella Andre
Sometimes It Happens	Lauren Barnholdt
Die 13½ Leben des Käpt'n Blaubär (Zamonien, #1)	Walter Moers
The 13½ Lives of Captain Bluebear (Zamonia, #1)	Walter Moers
The High King's Tomb (Green Rider, #3)	Kristen Britain
Origin (Corpus, #1)	Jessica Khoury
Black List (Scot Harvath, #11)	Brad Thor
13 to Life (13 to Life, #1)	Shannon Delany
Possessing the Secret of Joy	Alice Walker
The Seventh Scroll (Ancient Egypt, #2)	Wilbur Smith
